year,year_annotation,race,race_annotation,number,income,percent
2019,NA,ALL RACES,NA,128451,under 15 000,9.1
2019,NA,ALL RACES,NA,128451,15 000 to 24 999,8
2019,NA,ALL RACES,NA,128451,25 000 to 34 999,8.3
2019,NA,ALL RACES,NA,128451,35 000 to 49 999,11.7
2019,NA,ALL RACES,NA,128451,50 000 to 74 999,16.5
2019,NA,ALL RACES,NA,128451,75 000 to 99 999,12.3
2019,NA,ALL RACES,NA,128451,100 000 to 149 999,15.5
2019,NA,ALL RACES,NA,128451,150 000 to 199 999,8.3
2019,NA,ALL RACES,NA,128451,200 000 and over,10.3
2018,NA,ALL RACES,NA,128579,under 15 000,10.1
2018,NA,ALL RACES,NA,128579,15 000 to 24 999,8.8
2018,NA,ALL RACES,NA,128579,25 000 to 34 999,8.7
2018,NA,ALL RACES,NA,128579,35 000 to 49 999,12
2018,NA,ALL RACES,NA,128579,50 000 to 74 999,17
2018,NA,ALL RACES,NA,128579,75 000 to 99 999,12.5
2018,NA,ALL RACES,NA,128579,100 000 to 149 999,15
2018,NA,ALL RACES,NA,128579,150 000 to 199 999,7.2
2018,NA,ALL RACES,NA,128579,200 000 and over,8.8
2017,2,ALL RACES,NA,127669,under 15 000,10
2017,2,ALL RACES,NA,127669,15 000 to 24 999,9.1
2017,2,ALL RACES,NA,127669,25 000 to 34 999,9.2
2017,2,ALL RACES,NA,127669,35 000 to 49 999,12
2017,2,ALL RACES,NA,127669,50 000 to 74 999,16.4
2017,2,ALL RACES,NA,127669,75 000 to 99 999,12.4
2017,2,ALL RACES,NA,127669,100 000 to 149 999,14.7
2017,2,ALL RACES,NA,127669,150 000 to 199 999,7.3
2017,2,ALL RACES,NA,127669,200 000 and over,8.9
2017,NA,ALL RACES,NA,127586,under 15 000,10.1
2017,NA,ALL RACES,NA,127586,15 000 to 24 999,9.1
2017,NA,ALL RACES,NA,127586,25 000 to 34 999,9.2
2017,NA,ALL RACES,NA,127586,35 000 to 49 999,11.9
2017,NA,ALL RACES,NA,127586,50 000 to 74 999,16.3
2017,NA,ALL RACES,NA,127586,75 000 to 99 999,12.6
2017,NA,ALL RACES,NA,127586,100 000 to 149 999,14.8
2017,NA,ALL RACES,NA,127586,150 000 to 199 999,7.5
2017,NA,ALL RACES,NA,127586,200 000 and over,8.5
2016,NA,ALL RACES,NA,126224,under 15 000,10.4
2016,NA,ALL RACES,NA,126224,15 000 to 24 999,9
2016,NA,ALL RACES,NA,126224,25 000 to 34 999,9.2
2016,NA,ALL RACES,NA,126224,35 000 to 49 999,12.3
2016,NA,ALL RACES,NA,126224,50 000 to 74 999,16.7
2016,NA,ALL RACES,NA,126224,75 000 to 99 999,12.2
2016,NA,ALL RACES,NA,126224,100 000 to 149 999,15
2016,NA,ALL RACES,NA,126224,150 000 to 199 999,7.2
2016,NA,ALL RACES,NA,126224,200 000 and over,8
2015,NA,ALL RACES,NA,125819,under 15 000,10.6
2015,NA,ALL RACES,NA,125819,15 000 to 24 999,10
2015,NA,ALL RACES,NA,125819,25 000 to 34 999,9.6
2015,NA,ALL RACES,NA,125819,35 000 to 49 999,12.1
2015,NA,ALL RACES,NA,125819,50 000 to 74 999,16.1
2015,NA,ALL RACES,NA,125819,75 000 to 99 999,12.4
2015,NA,ALL RACES,NA,125819,100 000 to 149 999,14.9
2015,NA,ALL RACES,NA,125819,150 000 to 199 999,7.1
2015,NA,ALL RACES,NA,125819,200 000 and over,7.2
2014,NA,ALL RACES,NA,124587,under 15 000,11.4
2014,NA,ALL RACES,NA,124587,15 000 to 24 999,10.5
2014,NA,ALL RACES,NA,124587,25 000 to 34 999,9.6
2014,NA,ALL RACES,NA,124587,35 000 to 49 999,12.6
2014,NA,ALL RACES,NA,124587,50 000 to 74 999,16.4
2014,NA,ALL RACES,NA,124587,75 000 to 99 999,12.1
2014,NA,ALL RACES,NA,124587,100 000 to 149 999,14
2014,NA,ALL RACES,NA,124587,150 000 to 199 999,6.6
2014,NA,ALL RACES,NA,124587,200 000 and over,6.8
2013,3,ALL RACES,NA,123931,under 15 000,11.4
2013,3,ALL RACES,NA,123931,15 000 to 24 999,10.3
2013,3,ALL RACES,NA,123931,25 000 to 34 999,9.5
2013,3,ALL RACES,NA,123931,35 000 to 49 999,12.5
2013,3,ALL RACES,NA,123931,50 000 to 74 999,16.8
2013,3,ALL RACES,NA,123931,75 000 to 99 999,12
2013,3,ALL RACES,NA,123931,100 000 to 149 999,13.9
2013,3,ALL RACES,NA,123931,150 000 to 199 999,6.7
2013,3,ALL RACES,NA,123931,200 000 and over,6.9
2013,4,ALL RACES,NA,122952,under 15 000,11.3
2013,4,ALL RACES,NA,122952,15 000 to 24 999,10.4
2013,4,ALL RACES,NA,122952,25 000 to 34 999,9.7
2013,4,ALL RACES,NA,122952,35 000 to 49 999,13.1
2013,4,ALL RACES,NA,122952,50 000 to 74 999,17
2013,4,ALL RACES,NA,122952,75 000 to 99 999,12.5
2013,4,ALL RACES,NA,122952,100 000 to 149 999,13.6
2013,4,ALL RACES,NA,122952,150 000 to 199 999,6.3
2013,4,ALL RACES,NA,122952,200 000 and over,6
2012,NA,ALL RACES,NA,122459,under 15 000,11.4
2012,NA,ALL RACES,NA,122459,15 000 to 24 999,10.6
2012,NA,ALL RACES,NA,122459,25 000 to 34 999,10.1
2012,NA,ALL RACES,NA,122459,35 000 to 49 999,12.5
2012,NA,ALL RACES,NA,122459,50 000 to 74 999,17.4
2012,NA,ALL RACES,NA,122459,75 000 to 99 999,12
2012,NA,ALL RACES,NA,122459,100 000 to 149 999,13.9
2012,NA,ALL RACES,NA,122459,150 000 to 199 999,6.3
2012,NA,ALL RACES,NA,122459,200 000 and over,5.9
2011,NA,ALL RACES,NA,121084,under 15 000,11.6
2011,NA,ALL RACES,NA,121084,15 000 to 24 999,10.2
2011,NA,ALL RACES,NA,121084,25 000 to 34 999,10.2
2011,NA,ALL RACES,NA,121084,35 000 to 49 999,13.1
2011,NA,ALL RACES,NA,121084,50 000 to 74 999,17.2
2011,NA,ALL RACES,NA,121084,75 000 to 99 999,11.9
2011,NA,ALL RACES,NA,121084,100 000 to 149 999,13.8
2011,NA,ALL RACES,NA,121084,150 000 to 199 999,6.2
2011,NA,ALL RACES,NA,121084,200 000 and over,5.8
2010,5,ALL RACES,NA,119927,under 15 000,11.2
2010,5,ALL RACES,NA,119927,15 000 to 24 999,10.7
2010,5,ALL RACES,NA,119927,25 000 to 34 999,9.4
2010,5,ALL RACES,NA,119927,35 000 to 49 999,13.3
2010,5,ALL RACES,NA,119927,50 000 to 74 999,16.8
2010,5,ALL RACES,NA,119927,75 000 to 99 999,12.4
2010,5,ALL RACES,NA,119927,100 000 to 149 999,14.1
2010,5,ALL RACES,NA,119927,150 000 to 199 999,6.3
2010,5,ALL RACES,NA,119927,200 000 and over,5.9
2009,6,ALL RACES,NA,117538,under 15 000,10.4
2009,6,ALL RACES,NA,117538,15 000 to 24 999,10
2009,6,ALL RACES,NA,117538,25 000 to 34 999,9.7
2009,6,ALL RACES,NA,117538,35 000 to 49 999,13.2
2009,6,ALL RACES,NA,117538,50 000 to 74 999,17.4
2009,6,ALL RACES,NA,117538,75 000 to 99 999,12.4
2009,6,ALL RACES,NA,117538,100 000 to 149 999,14.5
2009,6,ALL RACES,NA,117538,150 000 to 199 999,6.3
2009,6,ALL RACES,NA,117538,200 000 and over,6
2008,NA,ALL RACES,NA,117181,under 15 000,10.4
2008,NA,ALL RACES,NA,117181,15 000 to 24 999,10
2008,NA,ALL RACES,NA,117181,25 000 to 34 999,9.4
2008,NA,ALL RACES,NA,117181,35 000 to 49 999,13.4
2008,NA,ALL RACES,NA,117181,50 000 to 74 999,17
2008,NA,ALL RACES,NA,117181,75 000 to 99 999,12.5
2008,NA,ALL RACES,NA,117181,100 000 to 149 999,15
2008,NA,ALL RACES,NA,117181,150 000 to 199 999,6.3
2008,NA,ALL RACES,NA,117181,200 000 and over,6
2007,NA,ALL RACES,NA,116783,under 15 000,10
2007,NA,ALL RACES,NA,116783,15 000 to 24 999,10
2007,NA,ALL RACES,NA,116783,25 000 to 34 999,9
2007,NA,ALL RACES,NA,116783,35 000 to 49 999,12.8
2007,NA,ALL RACES,NA,116783,50 000 to 74 999,17.3
2007,NA,ALL RACES,NA,116783,75 000 to 99 999,12.6
2007,NA,ALL RACES,NA,116783,100 000 to 149 999,15.3
2007,NA,ALL RACES,NA,116783,150 000 to 199 999,6.7
2007,NA,ALL RACES,NA,116783,200 000 and over,6.4
2006,NA,ALL RACES,NA,116011,under 15 000,9.6
2006,NA,ALL RACES,NA,116011,15 000 to 24 999,9.5
2006,NA,ALL RACES,NA,116011,25 000 to 34 999,9.4
2006,NA,ALL RACES,NA,116011,35 000 to 49 999,13
2006,NA,ALL RACES,NA,116011,50 000 to 74 999,17.5
2006,NA,ALL RACES,NA,116011,75 000 to 99 999,12.7
2006,NA,ALL RACES,NA,116011,100 000 to 149 999,15
2006,NA,ALL RACES,NA,116011,150 000 to 199 999,6.7
2006,NA,ALL RACES,NA,116011,200 000 and over,6.5
2005,NA,ALL RACES,NA,114384,under 15 000,10.1
2005,NA,ALL RACES,NA,114384,15 000 to 24 999,9.8
2005,NA,ALL RACES,NA,114384,25 000 to 34 999,9.5
2005,NA,ALL RACES,NA,114384,35 000 to 49 999,12.7
2005,NA,ALL RACES,NA,114384,50 000 to 74 999,17.6
2005,NA,ALL RACES,NA,114384,75 000 to 99 999,12.9
2005,NA,ALL RACES,NA,114384,100 000 to 149 999,14.7
2005,NA,ALL RACES,NA,114384,150 000 to 199 999,6.5
2005,NA,ALL RACES,NA,114384,200 000 and over,6.2
2004,7,ALL RACES,NA,113343,under 15 000,10.3
2004,7,ALL RACES,NA,113343,15 000 to 24 999,9.7
2004,7,ALL RACES,NA,113343,25 000 to 34 999,9.8
2004,7,ALL RACES,NA,113343,35 000 to 49 999,12.8
2004,7,ALL RACES,NA,113343,50 000 to 74 999,17.4
2004,7,ALL RACES,NA,113343,75 000 to 99 999,12.6
2004,7,ALL RACES,NA,113343,100 000 to 149 999,15
2004,7,ALL RACES,NA,113343,150 000 to 199 999,6.3
2004,7,ALL RACES,NA,113343,200 000 and over,6.1
2003,NA,ALL RACES,NA,112000,under 15 000,10.2
2003,NA,ALL RACES,NA,112000,15 000 to 24 999,9.7
2003,NA,ALL RACES,NA,112000,25 000 to 34 999,9.7
2003,NA,ALL RACES,NA,112000,35 000 to 49 999,12.4
2003,NA,ALL RACES,NA,112000,50 000 to 74 999,17.4
2003,NA,ALL RACES,NA,112000,75 000 to 99 999,12.7
2003,NA,ALL RACES,NA,112000,100 000 to 149 999,15.3
2003,NA,ALL RACES,NA,112000,150 000 to 199 999,6.3
2003,NA,ALL RACES,NA,112000,200 000 and over,6.2
2002,NA,ALL RACES,NA,111278,under 15 000,9.9
2002,NA,ALL RACES,NA,111278,15 000 to 24 999,9.8
2002,NA,ALL RACES,NA,111278,25 000 to 34 999,9.2
2002,NA,ALL RACES,NA,111278,35 000 to 49 999,13.3
2002,NA,ALL RACES,NA,111278,50 000 to 74 999,17.4
2002,NA,ALL RACES,NA,111278,75 000 to 99 999,12.7
2002,NA,ALL RACES,NA,111278,100 000 to 149 999,15.6
2002,NA,ALL RACES,NA,111278,150 000 to 199 999,6.3
2002,NA,ALL RACES,NA,111278,200 000 and over,5.9
2001,NA,ALL RACES,NA,109297,under 15 000,9.7
2001,NA,ALL RACES,NA,109297,15 000 to 24 999,9.6
2001,NA,ALL RACES,NA,109297,25 000 to 34 999,9.1
2001,NA,ALL RACES,NA,109297,35 000 to 49 999,12.9
2001,NA,ALL RACES,NA,109297,50 000 to 74 999,17.7
2001,NA,ALL RACES,NA,109297,75 000 to 99 999,12.8
2001,NA,ALL RACES,NA,109297,100 000 to 149 999,15.6
2001,NA,ALL RACES,NA,109297,150 000 to 199 999,6.3
2001,NA,ALL RACES,NA,109297,200 000 and over,6.2
2000,8,ALL RACES,NA,108209,under 15 000,9.3
2000,8,ALL RACES,NA,108209,15 000 to 24 999,9.3
2000,8,ALL RACES,NA,108209,25 000 to 34 999,8.9
2000,8,ALL RACES,NA,108209,35 000 to 49 999,13.1
2000,8,ALL RACES,NA,108209,50 000 to 74 999,17.7
2000,8,ALL RACES,NA,108209,75 000 to 99 999,13.2
2000,8,ALL RACES,NA,108209,100 000 to 149 999,15.4
2000,8,ALL RACES,NA,108209,150 000 to 199 999,6.8
2000,8,ALL RACES,NA,108209,200 000 and over,6.2
1999,9,ALL RACES,NA,106434,under 15 000,9
1999,9,ALL RACES,NA,106434,15 000 to 24 999,9.7
1999,9,ALL RACES,NA,106434,25 000 to 34 999,9.1
1999,9,ALL RACES,NA,106434,35 000 to 49 999,13
1999,9,ALL RACES,NA,106434,50 000 to 74 999,17.5
1999,9,ALL RACES,NA,106434,75 000 to 99 999,13.3
1999,9,ALL RACES,NA,106434,100 000 to 149 999,15.6
1999,9,ALL RACES,NA,106434,150 000 to 199 999,6.6
1999,9,ALL RACES,NA,106434,200 000 and over,6.3
1998,NA,ALL RACES,NA,103874,under 15 000,9.8
1998,NA,ALL RACES,NA,103874,15 000 to 24 999,9.8
1998,NA,ALL RACES,NA,103874,25 000 to 34 999,9.2
1998,NA,ALL RACES,NA,103874,35 000 to 49 999,12.9
1998,NA,ALL RACES,NA,103874,50 000 to 74 999,17.5
1998,NA,ALL RACES,NA,103874,75 000 to 99 999,13.7
1998,NA,ALL RACES,NA,103874,100 000 to 149 999,15.3
1998,NA,ALL RACES,NA,103874,150 000 to 199 999,6.2
1998,NA,ALL RACES,NA,103874,200 000 and over,5.5
1997,NA,ALL RACES,NA,102528,under 15 000,10.3
1997,NA,ALL RACES,NA,102528,15 000 to 24 999,10.3
1997,NA,ALL RACES,NA,102528,25 000 to 34 999,9.4
1997,NA,ALL RACES,NA,102528,35 000 to 49 999,13.2
1997,NA,ALL RACES,NA,102528,50 000 to 74 999,18
1997,NA,ALL RACES,NA,102528,75 000 to 99 999,13.3
1997,NA,ALL RACES,NA,102528,100 000 to 149 999,14.7
1997,NA,ALL RACES,NA,102528,150 000 to 199 999,5.8
1997,NA,ALL RACES,NA,102528,200 000 and over,5.1
1996,NA,ALL RACES,NA,101018,under 15 000,10.6
1996,NA,ALL RACES,NA,101018,15 000 to 24 999,10.5
1996,NA,ALL RACES,NA,101018,25 000 to 34 999,9.6
1996,NA,ALL RACES,NA,101018,35 000 to 49 999,13.5
1996,NA,ALL RACES,NA,101018,50 000 to 74 999,17.9
1996,NA,ALL RACES,NA,101018,75 000 to 99 999,13.5
1996,NA,ALL RACES,NA,101018,100 000 to 149 999,14.3
1996,NA,ALL RACES,NA,101018,150 000 to 199 999,5.4
1996,NA,ALL RACES,NA,101018,200 000 and over,4.6
1995,10,ALL RACES,NA,99627,under 15 000,10.5
1995,10,ALL RACES,NA,99627,15 000 to 24 999,10.4
1995,10,ALL RACES,NA,99627,25 000 to 34 999,10.2
1995,10,ALL RACES,NA,99627,35 000 to 49 999,13.1
1995,10,ALL RACES,NA,99627,50 000 to 74 999,18.8
1995,10,ALL RACES,NA,99627,75 000 to 99 999,13.3
1995,10,ALL RACES,NA,99627,100 000 to 149 999,14.2
1995,10,ALL RACES,NA,99627,150 000 to 199 999,5.1
1995,10,ALL RACES,NA,99627,200 000 and over,4.3
1994,11,ALL RACES,NA,98990,under 15 000,11.3
1994,11,ALL RACES,NA,98990,15 000 to 24 999,10.8
1994,11,ALL RACES,NA,98990,25 000 to 34 999,10.1
1994,11,ALL RACES,NA,98990,35 000 to 49 999,13.5
1994,11,ALL RACES,NA,98990,50 000 to 74 999,18.4
1994,11,ALL RACES,NA,98990,75 000 to 99 999,12.7
1994,11,ALL RACES,NA,98990,100 000 to 149 999,13.9
1994,11,ALL RACES,NA,98990,150 000 to 199 999,5.1
1994,11,ALL RACES,NA,98990,200 000 and over,4.2
1993,12,ALL RACES,NA,97107,under 15 000,11.8
1993,12,ALL RACES,NA,97107,15 000 to 24 999,10.6
1993,12,ALL RACES,NA,97107,25 000 to 34 999,10.1
1993,12,ALL RACES,NA,97107,35 000 to 49 999,13.7
1993,12,ALL RACES,NA,97107,50 000 to 74 999,18.4
1993,12,ALL RACES,NA,97107,75 000 to 99 999,13.1
1993,12,ALL RACES,NA,97107,100 000 to 149 999,13.5
1993,12,ALL RACES,NA,97107,150 000 to 199 999,4.9
1993,12,ALL RACES,NA,97107,200 000 and over,3.9
1992,13,ALL RACES,NA,96426,under 15 000,11.8
1992,13,ALL RACES,NA,96426,15 000 to 24 999,10.6
1992,13,ALL RACES,NA,96426,25 000 to 34 999,10.1
1992,13,ALL RACES,NA,96426,35 000 to 49 999,13.5
1992,13,ALL RACES,NA,96426,50 000 to 74 999,18.8
1992,13,ALL RACES,NA,96426,75 000 to 99 999,13.5
1992,13,ALL RACES,NA,96426,100 000 to 149 999,13.5
1992,13,ALL RACES,NA,96426,150 000 to 199 999,4.8
1992,13,ALL RACES,NA,96426,200 000 and over,3.4
1991,NA,ALL RACES,NA,95669,under 15 000,11.6
1991,NA,ALL RACES,NA,95669,15 000 to 24 999,10.3
1991,NA,ALL RACES,NA,95669,25 000 to 34 999,9.8
1991,NA,ALL RACES,NA,95669,35 000 to 49 999,14
1991,NA,ALL RACES,NA,95669,50 000 to 74 999,19.1
1991,NA,ALL RACES,NA,95669,75 000 to 99 999,13.5
1991,NA,ALL RACES,NA,95669,100 000 to 149 999,13.7
1991,NA,ALL RACES,NA,95669,150 000 to 199 999,4.8
1991,NA,ALL RACES,NA,95669,200 000 and over,3.3
1990,NA,ALL RACES,NA,94312,under 15 000,11.1
1990,NA,ALL RACES,NA,94312,15 000 to 24 999,10.1
1990,NA,ALL RACES,NA,94312,25 000 to 34 999,9.5
1990,NA,ALL RACES,NA,94312,35 000 to 49 999,13.9
1990,NA,ALL RACES,NA,94312,50 000 to 74 999,19.5
1990,NA,ALL RACES,NA,94312,75 000 to 99 999,13.7
1990,NA,ALL RACES,NA,94312,100 000 to 149 999,13.8
1990,NA,ALL RACES,NA,94312,150 000 to 199 999,4.8
1990,NA,ALL RACES,NA,94312,200 000 and over,3.7
1989,NA,ALL RACES,NA,93347,under 15 000,10.8
1989,NA,ALL RACES,NA,93347,15 000 to 24 999,10
1989,NA,ALL RACES,NA,93347,25 000 to 34 999,9.6
1989,NA,ALL RACES,NA,93347,35 000 to 49 999,13.4
1989,NA,ALL RACES,NA,93347,50 000 to 74 999,19.2
1989,NA,ALL RACES,NA,93347,75 000 to 99 999,13.9
1989,NA,ALL RACES,NA,93347,100 000 to 149 999,14.3
1989,NA,ALL RACES,NA,93347,150 000 to 199 999,5
1989,NA,ALL RACES,NA,93347,200 000 and over,3.9
1988,NA,ALL RACES,NA,92830,under 15 000,11.4
1988,NA,ALL RACES,NA,92830,15 000 to 24 999,9.7
1988,NA,ALL RACES,NA,92830,25 000 to 34 999,9.9
1988,NA,ALL RACES,NA,92830,35 000 to 49 999,13.1
1988,NA,ALL RACES,NA,92830,50 000 to 74 999,19.4
1988,NA,ALL RACES,NA,92830,75 000 to 99 999,14
1988,NA,ALL RACES,NA,92830,100 000 to 149 999,14.3
1988,NA,ALL RACES,NA,92830,150 000 to 199 999,4.8
1988,NA,ALL RACES,NA,92830,200 000 and over,3.5
1987,14,ALL RACES,NA,91124,under 15 000,11.6
1987,14,ALL RACES,NA,91124,15 000 to 24 999,10
1987,14,ALL RACES,NA,91124,25 000 to 34 999,9.9
1987,14,ALL RACES,NA,91124,35 000 to 49 999,13.6
1987,14,ALL RACES,NA,91124,50 000 to 74 999,18.9
1987,14,ALL RACES,NA,91124,75 000 to 99 999,14.2
1987,14,ALL RACES,NA,91124,100 000 to 149 999,13.9
1987,14,ALL RACES,NA,91124,150 000 to 199 999,4.6
1987,14,ALL RACES,NA,91124,200 000 and over,3.3
1986,NA,ALL RACES,NA,89479,under 15 000,12
1986,NA,ALL RACES,NA,89479,15 000 to 24 999,10
1986,NA,ALL RACES,NA,89479,25 000 to 34 999,9.9
1986,NA,ALL RACES,NA,89479,35 000 to 49 999,13.6
1986,NA,ALL RACES,NA,89479,50 000 to 74 999,19.4
1986,NA,ALL RACES,NA,89479,75 000 to 99 999,13.9
1986,NA,ALL RACES,NA,89479,100 000 to 149 999,13.6
1986,NA,ALL RACES,NA,89479,150 000 to 199 999,4.4
1986,NA,ALL RACES,NA,89479,200 000 and over,3.1
1985,15,ALL RACES,NA,88458,under 15 000,12.1
1985,15,ALL RACES,NA,88458,15 000 to 24 999,10.6
1985,15,ALL RACES,NA,88458,25 000 to 34 999,10.1
1985,15,ALL RACES,NA,88458,35 000 to 49 999,14.3
1985,15,ALL RACES,NA,88458,50 000 to 74 999,19.8
1985,15,ALL RACES,NA,88458,75 000 to 99 999,13.6
1985,15,ALL RACES,NA,88458,100 000 to 149 999,13.1
1985,15,ALL RACES,NA,88458,150 000 to 199 999,3.9
1985,15,ALL RACES,NA,88458,200 000 and over,2.6
1984,16,ALL RACES,NA,86789,under 15 000,12.2
1984,16,ALL RACES,NA,86789,15 000 to 24 999,10.8
1984,16,ALL RACES,NA,86789,25 000 to 34 999,10.1
1984,16,ALL RACES,NA,86789,35 000 to 49 999,14.7
1984,16,ALL RACES,NA,86789,50 000 to 74 999,19.7
1984,16,ALL RACES,NA,86789,75 000 to 99 999,13.7
1984,16,ALL RACES,NA,86789,100 000 to 149 999,12.6
1984,16,ALL RACES,NA,86789,150 000 to 199 999,3.7
1984,16,ALL RACES,NA,86789,200 000 and over,2.4
1983,NA,ALL RACES,NA,85407,under 15 000,12.7
1983,NA,ALL RACES,NA,85407,15 000 to 24 999,10.9
1983,NA,ALL RACES,NA,85407,25 000 to 34 999,10.6
1983,NA,ALL RACES,NA,85407,35 000 to 49 999,14.8
1983,NA,ALL RACES,NA,85407,50 000 to 74 999,20.1
1983,NA,ALL RACES,NA,85407,75 000 to 99 999,13.3
1983,NA,ALL RACES,NA,85407,100 000 to 149 999,11.9
1983,NA,ALL RACES,NA,85407,150 000 to 199 999,3.4
1983,NA,ALL RACES,NA,85407,200 000 and over,2.2
1982,NA,ALL RACES,NA,83918,under 15 000,12.7
1982,NA,ALL RACES,NA,83918,15 000 to 24 999,10.8
1982,NA,ALL RACES,NA,83918,25 000 to 34 999,10.9
1982,NA,ALL RACES,NA,83918,35 000 to 49 999,14.5
1982,NA,ALL RACES,NA,83918,50 000 to 74 999,20.8
1982,NA,ALL RACES,NA,83918,75 000 to 99 999,13.4
1982,NA,ALL RACES,NA,83918,100 000 to 149 999,11.6
1982,NA,ALL RACES,NA,83918,150 000 to 199 999,3.3
1982,NA,ALL RACES,NA,83918,200 000 and over,2.1
1981,NA,ALL RACES,NA,83527,under 15 000,12.5
1981,NA,ALL RACES,NA,83527,15 000 to 24 999,10.9
1981,NA,ALL RACES,NA,83527,25 000 to 34 999,11
1981,NA,ALL RACES,NA,83527,35 000 to 49 999,14.3
1981,NA,ALL RACES,NA,83527,50 000 to 74 999,20.6
1981,NA,ALL RACES,NA,83527,75 000 to 99 999,14
1981,NA,ALL RACES,NA,83527,100 000 to 149 999,11.8
1981,NA,ALL RACES,NA,83527,150 000 to 199 999,3.1
1981,NA,ALL RACES,NA,83527,200 000 and over,1.8
1980,NA,ALL RACES,NA,82368,under 15 000,12.2
1980,NA,ALL RACES,NA,82368,15 000 to 24 999,10.7
1980,NA,ALL RACES,NA,82368,25 000 to 34 999,10.3
1980,NA,ALL RACES,NA,82368,35 000 to 49 999,14.6
1980,NA,ALL RACES,NA,82368,50 000 to 74 999,21.2
1980,NA,ALL RACES,NA,82368,75 000 to 99 999,14
1980,NA,ALL RACES,NA,82368,100 000 to 149 999,12
1980,NA,ALL RACES,NA,82368,150 000 to 199 999,3.2
1980,NA,ALL RACES,NA,82368,200 000 and over,1.8
1979,17,ALL RACES,NA,80776,under 15 000,11.8
1979,17,ALL RACES,NA,80776,15 000 to 24 999,10.2
1979,17,ALL RACES,NA,80776,25 000 to 34 999,10.2
1979,17,ALL RACES,NA,80776,35 000 to 49 999,14.4
1979,17,ALL RACES,NA,80776,50 000 to 74 999,20.5
1979,17,ALL RACES,NA,80776,75 000 to 99 999,15.1
1979,17,ALL RACES,NA,80776,100 000 to 149 999,12.2
1979,17,ALL RACES,NA,80776,150 000 to 199 999,3.4
1979,17,ALL RACES,NA,80776,200 000 and over,2.1
1978,NA,ALL RACES,NA,77330,under 15 000,11.6
1978,NA,ALL RACES,NA,77330,15 000 to 24 999,10.5
1978,NA,ALL RACES,NA,77330,25 000 to 34 999,10.1
1978,NA,ALL RACES,NA,77330,35 000 to 49 999,14.2
1978,NA,ALL RACES,NA,77330,50 000 to 74 999,21
1978,NA,ALL RACES,NA,77330,75 000 to 99 999,14.9
1978,NA,ALL RACES,NA,77330,100 000 to 149 999,12.4
1978,NA,ALL RACES,NA,77330,150 000 to 199 999,3.2
1978,NA,ALL RACES,NA,77330,200 000 and over,2
1977,NA,ALL RACES,NA,76030,under 15 000,11.9
1977,NA,ALL RACES,NA,76030,15 000 to 24 999,11.2
1977,NA,ALL RACES,NA,76030,25 000 to 34 999,10.5
1977,NA,ALL RACES,NA,76030,35 000 to 49 999,14.2
1977,NA,ALL RACES,NA,76030,50 000 to 74 999,21.3
1977,NA,ALL RACES,NA,76030,75 000 to 99 999,14.7
1977,NA,ALL RACES,NA,76030,100 000 to 149 999,11.6
1977,NA,ALL RACES,NA,76030,150 000 to 199 999,2.9
1977,NA,ALL RACES,NA,76030,200 000 and over,1.8
1976,18,ALL RACES,NA,74142,under 15 000,12
1976,18,ALL RACES,NA,74142,15 000 to 24 999,11.3
1976,18,ALL RACES,NA,74142,25 000 to 34 999,10.3
1976,18,ALL RACES,NA,74142,35 000 to 49 999,14.8
1976,18,ALL RACES,NA,74142,50 000 to 74 999,21.8
1976,18,ALL RACES,NA,74142,75 000 to 99 999,14.5
1976,18,ALL RACES,NA,74142,100 000 to 149 999,11.2
1976,18,ALL RACES,NA,74142,150 000 to 199 999,2.5
1976,18,ALL RACES,NA,74142,200 000 and over,1.7
1975,19,ALL RACES,NA,72867,under 15 000,12.4
1975,19,ALL RACES,NA,72867,15 000 to 24 999,11.4
1975,19,ALL RACES,NA,72867,25 000 to 34 999,10.7
1975,19,ALL RACES,NA,72867,35 000 to 49 999,14.7
1975,19,ALL RACES,NA,72867,50 000 to 74 999,22.1
1975,19,ALL RACES,NA,72867,75 000 to 99 999,14.3
1975,19,ALL RACES,NA,72867,100 000 to 149 999,10.5
1975,19,ALL RACES,NA,72867,150 000 to 199 999,2.4
1975,19,ALL RACES,NA,72867,200 000 and over,1.5
1974,"19,",ALL RACES,NA,71163,under 15 000,11.8
1974,"19,",ALL RACES,NA,71163,15 000 to 24 999,10.7
1974,"19,",ALL RACES,NA,71163,25 000 to 34 999,10
1974,"19,",ALL RACES,NA,71163,35 000 to 49 999,15.3
1974,"19,",ALL RACES,NA,71163,50 000 to 74 999,22
1974,"19,",ALL RACES,NA,71163,75 000 to 99 999,14.9
1974,"19,",ALL RACES,NA,71163,100 000 to 149 999,10.9
1974,"19,",ALL RACES,NA,71163,150 000 to 199 999,2.7
1974,"19,",ALL RACES,NA,71163,200 000 and over,1.6
1973,NA,ALL RACES,NA,69859,under 15 000,11.6
1973,NA,ALL RACES,NA,69859,15 000 to 24 999,10.8
1973,NA,ALL RACES,NA,69859,25 000 to 34 999,9.5
1973,NA,ALL RACES,NA,69859,35 000 to 49 999,14.3
1973,NA,ALL RACES,NA,69859,50 000 to 74 999,22.2
1973,NA,ALL RACES,NA,69859,75 000 to 99 999,14.9
1973,NA,ALL RACES,NA,69859,100 000 to 149 999,11.8
1973,NA,ALL RACES,NA,69859,150 000 to 199 999,3
1973,NA,ALL RACES,NA,69859,200 000 and over,1.9
